Periodo,Sede,Facultad  ,Código Depto,Departamento,Id Asignatura,Asignatura,Sección,Duración,Jornada,Cupo,Inscritos,Día,Hora Inicio,Hora Fin,Fecha Inicio,Fecha Fin,Lugar,Edificio,Profesor Principal,RUN,Nombre Docente,1er Apellido Docente,2so Apellido Docente,Jerarquización
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236002,FUNDAMENTOS MAGICOS,10,S,Diurno,35,33,martes,11:15,12:35,01/08/24,30/12/24,204,HOGWARTS - TORRE B,S,62988035,Horace,Slughorn,0,INSD
2024-02,hogwarts,Ministerio de magia,8020,Ministerio de magia,PH110086,TUTORÍAS DE ACOMPAÑAMIENTO MAGICO,25,S,Diurno,29,0,martes,12:45,14:05,01/08/24,31/12/24,Sala Dementores,AZKABAN,S,63083569,Irman.,Pince,0,O
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HW13977,TALLER DE CASTELLANO,210,S,Diurno,35,34,lunes,15:45,17:05,01/08/24,31/12/24,208,BEAUXBATON - EDIFICIO A,S,63575658,James,Potter,REYES,SIN
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HW13977,TALLER DE CASTELLANO,210,S,Diurno,35,34,lunes,17:15,18:35,01/08/24,31/12/24,208,BEAUXBATON - EDIFICIO A,S,63575658,James,Potter,REYES,SIN
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13480,ENCANTAMIENTOS  V,210,S,Diurno,50,49,martes,14:15,15:35,01/08/24,30/12/24,205,BEAUXBATON - EDIFICIO A,S,65751279,Justin,Finch-Fletchley,0,TID
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13480,ENCANTAMIENTOS  V,210,S,Diurno,50,49,martes,15:45,17:05,01/08/24,30/12/24,205,BEAUXBATON - EDIFICIO A,S,65751279,Justin,Finch-Fletchley,0,TID
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13480,ENCANTAMIENTOS  V,210,S,Diurno,50,49,martes,17:15,18:35,01/08/24,30/12/24,205,BEAUXBATON - EDIFICIO A,S,65751279,Justin,Finch-Fletchley,0,TID
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,30,S,Vespertino,15,6,lunes,18:50,20:10,01/08/24,30/12/24,203,HOGWARTS - TORRE B,S,66659119,Katie,Bell,MUNITA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,30,S,Vespertino,15,6,lunes,20:15,21:35,01/08/24,30/12/24,203,HOGWARTS - TORRE B,S,66659119,Katie,Bell,MUNITA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,30,S,Vespertino,15,6,lunes,21:40,23:00,01/08/24,30/12/24,203,HOGWARTS - TORRE B,S,66659119,Katie,Bell,MUNITA,ATD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23637,PÁRSEL I,30,S,Diurno,47,47,jueves,11:15,12:35,01/08/24,30/12/24,213,HOGWARTS - TORRE B,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23637,PÁRSEL I,50,S,Diurno,40,40,jueves,14:15,15:35,01/08/24,30/12/24,202,HOGWARTS - TORRE D,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23637,PÁRSEL I,50,S,Diurno,40,40,jueves,15:45,17:05,01/08/24,30/12/24,202,HOGWARTS - TORRE D,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23637,PÁRSEL I,30,S,Diurno,47,47,viernes,11:15,12:35,01/08/24,30/12/24,210 (H),HOGWARTS - TORRE D,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23639,PÁRSEL II,30,S,Diurno,35,34,miércoles,15:45,17:05,01/08/24,30/12/24,204,HOGWARTS - TORRE D,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23639,PÁRSEL II,30,S,Diurno,35,34,miércoles,17:15,18:35,01/08/24,30/12/24,204,HOGWARTS - TORRE D,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH233410,PÁRSEL III,30,S,Diurno,39,39,jueves,12:45,14:05,01/08/24,30/12/24,206,HOGWARTS - TORRE B,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH233410,PÁRSEL III,30,S,Diurno,39,39,viernes,12:45,14:05,01/08/24,30/12/24,206,HOGWARTS - TORRE B,S,67153046,Kingsley,Shacklebolt,0,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13457,ENCANTAMIENTOS  I,40,S,Vespertino,33,28,miércoles,18:50,20:10,01/08/24,30/12/24,41,HOGWARTS - TORRE B,S,67267441,LAMAS,BELLA,BELTRAN,PEAT
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13457,ENCANTAMIENTOS  I,40,S,Vespertino,33,28,miércoles,20:15,21:35,01/08/24,30/12/24,41,HOGWARTS - TORRE B,S,67267441,LAMAS,BELLA,BELTRAN,PEAT
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13457,ENCANTAMIENTOS  I,40,S,Vespertino,33,28,miércoles,21:40,23:00,01/08/24,30/12/24,41,HOGWARTS - TORRE B,S,67267441,LAMAS,BELLA,BELTRAN,PEAT
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236012,GOBIERNO Y GESTIÓN DEL BANCO MAGICO,10,S,Diurno,30,14,viernes,11:15,12:35,01/08/24,30/12/24,304,HOGWARTS - TORRE D,S,68800048,Lavender,Brown,CONTRERAS,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236012,GOBIERNO Y GESTIÓN DEL BANCO MAGICO,10,S,Diurno,30,14,viernes,09:45,11:05,01/08/24,30/12/24,304,HOGWARTS - TORRE D,S,68800048,Lavender,Brown,CONTRERAS,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236023,PLANIFICACIÓN II,10,S,Diurno,25,8,viernes,14:15,15:35,01/08/24,30/12/24,315,HOGWARTS - TORRE B,S,68800048,Lavender,Brown,CONTRERAS,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236023,PLANIFICACIÓN II,10,S,Diurno,25,8,viernes,15:45,17:05,01/08/24,30/12/24,315,HOGWARTS - TORRE B,S,68800048,Lavender,Brown,CONTRERAS,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,20,S,Diurno,10,2,jueves,15:45,17:05,01/08/24,30/12/24,203,HOGWARTS - TORRE B,S,68800048,Lavender,Brown,CONTRERAS,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,20,S,Diurno,10,2,jueves,17:15,18:35,01/08/24,30/12/24,203,HOGWARTS - TORRE B,S,68800048,Lavender,Brown,CONTRERAS,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH13143,TIMOS Título Indispensable de Magia Ordinaria,10,I,Diurno,15,0,martes,17:15,18:35,01/08/24,30/12/24,201,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH13143,TIMOS Título Indispensable de Magia Ordinaria,10,I,Diurno,15,0,martes,18:50,20:10,01/08/24,30/12/24,201,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HP14148,TALLER DE POCIONES,20,S,Vespertino,30,27,sábado,11:15,12:35,01/08/24,30/12/24,310,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HP14148,TALLER DE POCIONES,20,S,Vespertino,30,27,sábado,12:45,14:05,01/08/24,30/12/24,310,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH233406,Examen de Historia de la Magia,10,S,Diurno,35,35,viernes,09:45,11:05,01/08/24,30/12/24,311,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH233406,Examen de Historia de la Magia,10,S,Diurno,35,35,viernes,11:15,12:35,01/08/24,30/12/24,311,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH233406,Examen de Historia de la Magia,20,S,Diurno,35,31,lunes,14:15,15:35,01/08/24,30/12/24,317,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH233406,Examen de Historia de la Magia,20,S,Diurno,35,31,lunes,15:45,17:05,01/08/24,30/12/24,317,HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH233412,OPTATIVO DE FACULTAD II,10,S,Diurno,27,22,martes,14:15,15:35,01/08/24,30/12/24,9 (H),HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH233412,OPTATIVO DE FACULTAD II,10,S,Diurno,27,22,martes,15:45,17:05,01/08/24,30/12/24,9 (H),HOGWARTS - TORRE B,S,69704998,Lee,Jordan,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,50,S,Vespertino,36,32,jueves,18:50,20:10,01/08/24,30/12/24,411,HOGWARTS - TORRE B,S,70772614,Lily,Potter,PONCE DE LEON,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,50,S,Vespertino,36,32,jueves,20:15,21:35,01/08/24,30/12/24,411,HOGWARTS - TORRE B,S,70772614,Lily,Potter,PONCE DE LEON,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,50,S,Vespertino,36,32,jueves,21:40,23:00,01/08/24,30/12/24,411,HOGWARTS - TORRE B,S,70772614,Lily,Potter,PONCE DE LEON,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13469,ESTUDIOS DE DEMONIOS NECROFAGOS  III,10,S,Diurno,65,65,jueves,14:15,15:35,01/08/24,30/12/24,AULA B (H),HOGWARTS - ,S,70772614,Lily,Potter,PONCE DE LEON,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13469,ESTUDIOS DE DEMONIOS NECROFAGOS  III,10,S,Diurno,65,65,jueves,15:45,17:05,01/08/24,30/12/24,AULA B (H),HOGWARTS - ,S,70772614,Lily,Potter,PONCE DE LEON,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13469,ESTUDIOS DE DEMONIOS NECROFAGOS  III,10,S,Diurno,65,65,jueves,17:15,18:35,01/08/24,30/12/24,AULA B (H),HOGWARTS - ,S,70772614,Lily,Potter,PONCE DE LEON,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13463,ESTUDIOS DE DEMONIOS NECROFAGOS  II,10,S,Diurno,50,21,martes,14:15,15:35,01/08/24,30/12/24,310 (H),HOGWARTS - TORRE D,S,72706890,Lucius,Malfoy,0,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13463,ESTUDIOS DE DEMONIOS NECROFAGOS  II,10,S,Diurno,50,21,martes,15:45,17:05,01/08/24,30/12/24,310 (H),HOGWARTS - TORRE D,S,72706890,Lucius,Malfoy,0,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13463,ESTUDIOS DE DEMONIOS NECROFAGOS  II,10,S,Diurno,50,21,martes,17:15,18:35,01/08/24,30/12/24,310 (H),HOGWARTS - TORRE D,S,72706890,Lucius,Malfoy,0,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13459,TEORIA MAGICA II,50,S,Vespertino,34,31,viernes,18:50,20:10,01/08/24,30/12/24,417,HOGWARTS - TORRE B,S,73750567,Luna,Lovegood,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13459,TEORIA MAGICA II,50,S,Vespertino,34,31,viernes,20:15,21:35,01/08/24,30/12/24,417,HOGWARTS - TORRE B,S,73750567,Luna,Lovegood,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13459,TEORIA MAGICA II,50,S,Vespertino,34,31,viernes,21:40,23:00,01/08/24,30/12/24,417,HOGWARTS - TORRE B,S,73750567,Luna,Lovegood,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13459,TEORIA MAGICA II,20,S,Diurno,75,68,lunes,08:15,09:35,01/08/24,30/12/24,AULA D (H),HOGWARTS - ,S,73750567,Luna,Lovegood,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13459,TEORIA MAGICA II,20,S,Diurno,75,68,lunes,09:45,11:05,01/08/24,30/12/24,AULA D (H),HOGWARTS - ,S,73750567,Luna,Lovegood,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13459,TEORIA MAGICA II,20,S,Diurno,75,68,lunes,11:15,12:35,01/08/24,30/12/24,AULA D (H),HOGWARTS - ,S,73750567,Luna,Lovegood,0,ATD
2024-02,Beauxbaton,Ministerio de magia,8020,Ministerio de magia,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,220,S,Diurno,38,33,viernes,08:15,09:35,01/08/24,30/12/24,512,BEAUXBATON - EDIFICIO B,S,77732028,Marietta,Edgecombe,FUENTES,INSD
2024-02,Beauxbaton,Ministerio de magia,8020,Ministerio de magia,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,230,S,Diurno,38,33,viernes,15:45,17:05,01/08/24,30/12/24,512,BEAUXBATON - EDIFICIO B,S,77732028,Marietta,Edgecombe,FUENTES,INSD
2024-02,Beauxbaton,Ministerio de magia,8020,Ministerio de magia,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,210,S,Diurno,38,38,miércoles,15:45,17:05,01/08/24,30/12/24,408 (H),BEAUXBATON - EDIFICIO B,S,77732028,Marietta,Edgecombe,FUENTES,INSD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,6012,ESCUELA DE Hechicería,WH233406,Examen de Historia de la Magia,210,S,Diurno,30,25,lunes,11:15,12:35,01/08/24,30/12/24,408 (H),BEAUXBATON - EDIFICIO B,S,77732028,Marietta,Edgecombe,FUENTES,INSD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,6012,ESCUELA DE Hechicería,WH233406,Examen de Historia de la Magia,210,S,Diurno,30,25,lunes,12:45,14:05,01/08/24,30/12/24,408 (H),BEAUXBATON - EDIFICIO B,S,77732028,Marietta,Edgecombe,FUENTES,INSD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13489,OROCRUX,210,S,Diurno,30,27,jueves,14:15,15:35,01/08/24,30/12/24,310,BEAUXBATON - EDIFICIO B,S,77937835,Michael,Corner,0,PEAS
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13489,OROCRUX,210,S,Diurno,30,27,jueves,15:45,17:05,01/08/24,30/12/24,310,BEAUXBATON - EDIFICIO B,S,77937835,Michael,Corner,0,PEAS
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13489,OROCRUX,210,S,Diurno,30,27,jueves,17:15,18:35,01/08/24,30/12/24,310,BEAUXBATON - EDIFICIO B,S,77937835,Michael,Corner,0,PEAS
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,210,S,Diurno,58,58,martes,09:45,11:05,01/08/24,30/12/24,102 (H),BEAUXBATON - EDIFICIO A,S,78902830,Minerva,McGonagall,AVILA,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,210,S,Diurno,58,58,martes,11:15,12:35,01/08/24,30/12/24,102 (H),BEAUXBATON - EDIFICIO A,S,78902830,Minerva,McGonagall,AVILA,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,210,S,Diurno,58,58,martes,12:45,14:05,01/08/24,30/12/24,102 (H),BEAUXBATON - EDIFICIO A,S,78902830,Minerva,McGonagall,AVILA,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH24442,ENCANTAMIENTOS  VII,210,S,Diurno,27,18,lunes,15:45,17:05,01/08/24,30/12/24,501,BEAUXBATON - EDIFICIO B,S,78902830,Minerva,McGonagall,AVILA,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH24442,ENCANTAMIENTOS  VII,210,S,Diurno,27,18,lunes,17:15,18:35,01/08/24,30/12/24,501,BEAUXBATON - EDIFICIO B,S,78902830,Minerva,McGonagall,AVILA,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,30,S,Diurno,70,70,jueves,14:15,15:35,01/08/24,30/12/24,AULA C (H),HOGWARTS - ,S,82257813,Molly,Weasley,ZUÑIGA,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,30,S,Diurno,70,70,jueves,15:45,17:05,01/08/24,30/12/24,AULA C (H),HOGWARTS - ,S,82257813,Molly,Weasley,ZUÑIGA,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,30,S,Diurno,70,70,jueves,17:15,18:35,01/08/24,30/12/24,AULA C (H),HOGWARTS - ,S,82257813,Molly,Weasley,ZUÑIGA,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,10,S,Diurno,20,6,miércoles,08:15,09:35,01/08/24,30/12/24,201 (EX 22),HOGWARTS - ,S,83094025,Narcissa,Malfoy,MARTI,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,10,S,Diurno,20,6,miércoles,09:45,11:05,01/08/24,30/12/24,201 (EX 22),HOGWARTS - ,S,83094025,Narcissa,Malfoy,MARTI,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,10,S,Diurno,20,6,miércoles,11:15,12:35,01/08/24,30/12/24,201 (EX 22),HOGWARTS - ,S,83094025,Narcissa,Malfoy,MARTI,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,40,S,Diurno,10,7,miércoles,14:15,15:35,01/08/24,30/12/24,203,HOGWARTS - TORRE B,S,84872367,Neville,Longbottom,VALEZUELA,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,40,S,Diurno,10,7,miércoles,15:45,17:05,01/08/24,30/12/24,203,HOGWARTS - TORRE B,S,84872367,Neville,Longbottom,VALEZUELA,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,10,S,Diurno,50,50,lunes,08:15,09:35,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,86546445,Oliver,Wood,0,JM1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,10,S,Diurno,50,50,lunes,09:45,11:05,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,86546445,Oliver,Wood,0,JM1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,10,S,Diurno,50,50,lunes,11:15,12:35,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,86546445,Oliver,Wood,0,JM1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23495,REUNIÓN MAGICA  II,10,S,Diurno,25,18,martes,08:15,09:35,01/08/24,30/12/24,203,HOGWARTS - TORRE D,S,86546445,Oliver,Wood,0,JM1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23495,REUNIÓN MAGICA  II,10,S,Diurno,25,18,martes,09:45,11:05,01/08/24,30/12/24,203,HOGWARTS - TORRE D,S,86546445,Oliver,Wood,0,JM1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23495,REUNIÓN MAGICA  II,10,S,Diurno,25,18,martes,11:15,12:35,01/08/24,30/12/24,203,HOGWARTS - TORRE D,S,86546445,Oliver,Wood,0,JM1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,10,S,Diurno,10,4,miércoles,09:45,11:05,01/08/24,30/12/24,206,HOGWARTS - TORRE B,S,90069145,Padma,Patil,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,10,S,Diurno,10,4,miércoles,11:15,12:35,01/08/24,30/12/24,206,HOGWARTS - TORRE B,S,90069145,Padma,Patil,0,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,210,S,Diurno,47,47,viernes,09:45,11:05,01/08/24,30/12/24,204,BEAUXBATON - EDIFICIO A,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,210,S,Diurno,47,47,viernes,11:15,12:35,01/08/24,30/12/24,204,BEAUXBATON - EDIFICIO A,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,210,S,Diurno,47,47,viernes,12:45,14:05,01/08/24,30/12/24,204,BEAUXBATON - EDIFICIO A,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,220,S,Diurno,40,31,lunes,14:15,15:35,01/08/24,30/12/24,410,BEAUXBATON - EDIFICIO B,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,220,S,Diurno,40,31,lunes,15:45,17:05,01/08/24,30/12/24,410,BEAUXBATON - EDIFICIO B,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13458,ESTUDIOS DE DEMONIOS NECROFAGOS  I,220,S,Diurno,40,31,lunes,17:15,18:35,01/08/24,30/12/24,410,BEAUXBATON - EDIFICIO B,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13493,ARTES OSCURAS I,210,S,Diurno,20,19,jueves,14:15,15:35,01/08/24,30/12/24,407,BEAUXBATON - EDIFICIO B,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13493,ARTES OSCURAS I,210,S,Diurno,20,19,jueves,15:45,17:05,01/08/24,30/12/24,407,BEAUXBATON - EDIFICIO B,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13493,ARTES OSCURAS I,210,S,Diurno,20,19,jueves,17:15,18:35,01/08/24,30/12/24,407,BEAUXBATON - EDIFICIO B,S,90679397,Pansy,Parkinson,BASAEZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH24442,ENCANTAMIENTOS  VII,10,S,Diurno,60,60,miércoles,14:15,15:35,01/08/24,30/12/24,305 (H),HOGWARTS - ,S,91902643,Parvati,Patil,RENARD,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH24442,ENCANTAMIENTOS  VII,10,S,Diurno,60,60,miércoles,15:45,17:05,01/08/24,30/12/24,305 (H),HOGWARTS - ,S,91902643,Parvati,Patil,RENARD,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,10,S,Diurno,35,31,viernes,11:15,12:35,01/08/24,30/12/24,211,HOGWARTS - TORRE B,S,92810368,Percy,Weasley,0,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH14444,FUNDAMENTOS FILOSOFICOS DE LA MAGIA,10,S,Diurno,35,31,viernes,12:45,14:05,01/08/24,30/12/24,211,HOGWARTS - TORRE B,S,92810368,Percy,Weasley,0,INSD
