"Código Plan",Plan,Cohorte,Sede,RUN,DV,Nombres,"Apellido Paterno","Apellido Materno","Número de alumno","Periodo Asignatura","Código Asignatura",Asignatura,Convocatoria,Calificación,Nota
HW1,"Magia NOCTURNA PLAN 2003",2000-01,Hogwarts,18607563,4,ISA,ARIAS,MORRISON,554246,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HP1,"Magia PLAN 2003",2001-01,Hogwarts,20454017,K,MORIA,JULIA,INALEF,620198,2004-01,GH158,"MAGIA NEGRA I",DIC,SD,
HP1,"Magia PLAN 2003",2001-01,Hogwarts,16400391,3,MARIPAZ,FLOR,MONTIEL,537216,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HP1,"Magia PLAN 2003",2001-01,Hogwarts,4137898,1,JAMILY,BAIGORRI,AMESTICA,417218,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HP1,"Magia PLAN 2003",2001-01,Hogwarts,16400202,6,NATAN,ALCAYAGA,COTTET,566222,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HP1,"Magia PLAN 2003",2001-01,Hogwarts,12848370,8,ANAKAREN,TROYA,MUNDACA,633126,2004-01,GH158,"MAGIA NEGRA I",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,16667450,K,FAVIOLA,TORRIJO,ARCE,581154,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,10833550,4,FELIPE,SASIA,FOIX,502155,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,4137898,1,JAMILY,BAIGORRI,AMESTICA,417218,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,16400202,6,NATAN,ALCAYAGA,COTTET,566222,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,25174845,7,KARECZA,THOMPSON,BALICH,423331,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,18489559,7,PIERIS,BISQUERTT,ROMEO,616152,2004-01,GH158,"MAGIA NEGRA I",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,21207824,3,LORETTO,ACUÑA,FORNO,607149,2004-01,GH158,"MAGIA NEGRA I",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",2002-01,Hogwarts,10068005,3,ANTONIO,JAUREGUI,CORTINEZ,466057,2002-01,GH158,"MAGIA NEGRA I",DIC,CV,
HP1,"Magia PLAN 2003",2003-01,Hogwarts,22256990,1,DAYAN,CAZOR,PONTIGO,424736,2003-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2003-01,Hogwarts,20513268,8,"MAURICIO ALEJANDRO",GONZALEZ,SALGADO,202,2004-01,GH158,"MAGIA NEGRA I",DIC,SD,
HP1,"Magia PLAN 2003",2004-01,Hogwarts,9694923,5,"INGRID SORAYA",GARRIDO,CABELLO,2474,2004-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,4951066,4,"JOSE MIGUEL",CONTRERAS,CONTRERAS,606,2004-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,8703201,7,"ALEJANDRA BEATRIZ",MARTINEZ,CACERES,611,2004-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,20136131,6,LISSETTE,SALAZAR,SANDOVAL,563,2003-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2005-01,Hogwarts,6830609,4,"SOLEDAD NATALIA",BENAVIDES,ESPINOZA,680,2005-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2005-01,Hogwarts,11499968,8,"CLAUDIA MARCELA",PINARES,VALDES,677,2005-01,GH158,"MAGIA NEGRA I",DIC,CV,
HP1,"Magia PLAN 2003",2006-01,Hogwarts,25373122,4,"RUBEN DAVID",MONDACA,ROSALES,2725,1990-01,GH158,"MAGIA NEGRA I",DIC,SC,
HP1,"Magia PLAN 2003",2006-01,Hogwarts,19154231,1,"CINTHIA MACARENA",OLMOS,TABILO,2708,2006-01,GH158,"MAGIA NEGRA I",DIC,CV,
HP1,"Magia PLAN 2003",2007-01,Hogwarts,14286092,0,"PAULA ANDREA",JIMENEZ,CHUREO,2738,2007-01,GH158,"MAGIA NEGRA I",JUL,CV,
HP1,"Magia PLAN 2003",2007-01,Hogwarts,6849374,2,"KAREN PAOLA",VILLASEÑOR,ALARCÓN,2740,2007-01,GH158,"MAGIA NEGRA I",JUL,CV,
HP1,"Magia PLAN 2003",2008-01,Hogwarts,10586899,2,"PATRICIA ALEJANDRA",GONZALEZ,FERNANDEZ,2752,2008-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-01,Hogwarts,25114728,4,"NILS NATALIA",VALDERRAMA,CESPEDES,818,2008-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,5581472,9,"GABRIEL ANDRES",AGUILAR,MARIHUAN,800,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,13799474,0,"JORGE EDUARDO",AGUILERA,CONTRERAS,828,2009-01,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,14145721,8,"CAROLINA ANDREA",CASANOVA,ROMERO,801,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,19898609,6,"FABIAN ANDRES",COLIL,HERNANDEZ,824,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,10754153,2,"RICARDO HUMBERTO",CORTES,CORTES,803,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,16050900,6,"ELENA JUDITH",DONOSO,CHAVES,804,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,18463466,6,"JAVIER ANDRES",HERRERA,ILLANES,832,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,14395175,6,"JUAN PABLO",HERRERA,VERGARA,807,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,16309038,K,"FABIOLA ANDREA",LIZAMA,DIAZ,808,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,13585363,0,"MARCELA ANDREA PAOLA",MUÑOZ,FERREIRA,811,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,8156763,3,"GABRIEL ALEJANDRO",MUÑOZ,IBARRA,812,2008-02,GH158,"MAGIA NEGRA I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,11929230,K,"CHRISTIAAN ALEXIS",SOTO,LIRA,816,2009-01,GH158,"MAGIA NEGRA I",DIC,CV,
HP1,"Magia PLAN 2003",1983-01,Hogwarts,18472390,7,ORLAND,OYANADER,ARANCIBIA,478781,1990-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1983-01,Hogwarts,17778730,1,HERMAN,BATEK,BOLADOS,428853,1991-01,GH159,"MAGIA NEGRA II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",1983-01,Hogwarts,7016099,6,PABLA,HIRSCH,QUIAN,620590,1993-01,GH159,"MAGIA NEGRA II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",1983-01,Hogwarts,7016099,6,PABLA,HIRSCH,QUIAN,620590,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1984-01,Hogwarts,13921586,9,GASTON,BANDA,SOMMERMEYER,520839,1990-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1984-01,Hogwarts,13921586,9,GASTON,BANDA,SOMMERMEYER,520839,1992-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1984-01,Hogwarts,15663283,4,ELYZABETH,THEZA,NOULIBOS,451716,1992-01,GH159,"MAGIA NEGRA II",DIC,SC,
HP1,"Magia PLAN 2003",1984-01,Hogwarts,11390271,4,HELGA,TOSSO,MUÑIZ,484755,2002-01,GH159,"MAGIA NEGRA II",DIC,CV,
HP1,"Magia PLAN 2003",1985-01,Hogwarts,12348889,2,AMANDA,VALLADARES,PINTO,634849,1992-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1985-01,Hogwarts,20606164,4,RUDY,PREMINGER,ROJAS,398762,1991-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1985-01,Hogwarts,11948021,7,ABRAH,LAFLOR,CASANOVA,579566,1989-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1985-01,Hogwarts,11948021,7,ABRAH,LAFLOR,CASANOVA,579566,1993-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1985-01,Hogwarts,11948021,7,ABRAH,LAFLOR,CASANOVA,579566,1991-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1985-01,Hogwarts,25190034,5,DAMIÁN,"SAN CRISTÓBAL",JULIÁ,532764,1990-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1985-01,Hogwarts,25190034,5,DAMIÁN,"SAN CRISTÓBAL",JULIÁ,532764,1991-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,16379586,4,JULIETA,FRIAS,OSSA,483636,1994-01,GH159,"MAGIA NEGRA II",MAR,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,16379586,4,JULIETA,FRIAS,OSSA,483636,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,16379586,4,JULIETA,FRIAS,OSSA,483636,1992-01,GH159,"MAGIA NEGRA II",MAR,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,16379586,4,JULIETA,FRIAS,OSSA,483636,1992-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,16379586,4,JULIETA,FRIAS,OSSA,483636,1992-01,GH159,"MAGIA NEGRA II",ABR,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,10262928,8,MIKELA,ESCÁRATE,NEGRÓN,510651,1991-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,8350105,7,MARIELA,VELOZ,STACK,603790,1992-01,GH159,"MAGIA NEGRA II",MAR,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,8350105,7,MARIELA,VELOZ,STACK,603790,1992-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,18996231,7,DAVE,GINEKIS,MAISTO,594851,1993-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1987-01,Hogwarts,14646486,0,JIMENA,MÁRQUEZ,SALUM,463712,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1987-01,Hogwarts,14433840,9,LISETTE,GÓMEZ,DEVIANI,534873,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,15325048,6,EXEQUIEL,ECK,RIGUERO,596787,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,19370570,4,DARY,PIMENTEL,AZAGRA,567800,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,17538055,6,REYNALDO,PABLICH,BARJA,550870,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",1988-01,Hogwarts,5061568,2,ESTEFANIA,LEÑERO,BALHARRY,606630,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,8940790,0,CECILIA,GAYMER,ACUNIS,486827,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,18199671,9,SHIRLEY,ANDUEZA,MECKLENBURG,588792,1995-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,14775848,1,LADY,GOYA,GENERAL,631607,1997-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,18192992,5,MARIANGEL,OXMAN,SERRA,651822,1994-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,18192992,5,MARIANGEL,OXMAN,SERRA,651822,1994-01,GH159,"MAGIA NEGRA II",MAR,SD,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,9256972,8,AISELLE,VALENZUELA,RUBILAR,612402,1998-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,6227503,1,NASHKA,GAONA,CASTIBLANCO,487203,1998-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,4904962,9,MELANI,VILLEGAS,FORTE,426852,2001-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,14635813,4,FELICIANO,ALMONTE,PASSALACQUA,487670,1996-01,GH159,"MAGIA NEGRA II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,20915316,8,DEISSI,BEYER,LLANCANAO,594630,1996-01,GH159,"MAGIA NEGRA II",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,20549287,6,YULISA,GUERRA,ABUAUAD,442590,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",1997-01,Hogwarts,20549287,6,YULISA,GUERRA,ABUAUAD,442590,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",1997-01,Hogwarts,7410452,7,CESÁR,AULESTIA,STREETER,612531,2004-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9007951,K,SANTI,TURINA,HOLBUT,455479,1998-01,GH159,"MAGIA NEGRA II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",1998-01,Hogwarts,10497483,8,MARIELA,BAHAMONDE,LAB,498082,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,21351886,3,ENY,PARRAGUEZ,OLIVAR,441211,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,15521061,5,MILENE,INALEF,DELAUNOY,597222,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,21228547,2,JANINA,ZANOTTI,ESPINAZA,503125,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,15190075,4,MACARINA,MARDEL,VILLASEÑOR,466145,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",1999-01,Hogwarts,19386081,8,GEOVANNI,DALANNAIS,BERROCAL,374176,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",1999-01,Hogwarts,15190075,4,MACARINA,MARDEL,VILLASEÑOR,466145,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HP1,"Magia PLAN 2003",2000-01,Hogwarts,5057671,2,ROMINA,COOPER,LOIS,427412,2004-01,GH159,"MAGIA NEGRA II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,8703201,7,"ALEJANDRA BEATRIZ",MARTINEZ,CACERES,611,2004-01,GH159,"MAGIA NEGRA II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,20136131,6,LISSETTE,SALAZAR,SANDOVAL,563,2003-01,GH159,"MAGIA NEGRA II",DIC,CV,
HP1,"Magia PLAN 2003",2006-01,Hogwarts,25373122,4,"RUBEN DAVID",MONDACA,ROSALES,2725,1992-01,GH159,"MAGIA NEGRA II",DIC,SD,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,14521962,8,YANARA,MAZUELA,OLATE,558718,1986-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,23094908,K,RENATTA,RADIC,LINARES,398638,1986-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,19578616,2,JARIEL,AVILA,VILO,429642,1988-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,19370570,4,DARY,PIMENTEL,AZAGRA,567800,1988-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,11321867,2,PATRICK,ASSICIE,GUERMAN,642784,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,10773069,0,TAMARA,MEJÍA,CAMUS,606658,1989-01,GH172,"MAGIA POLITICA",DIC,SC,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,9356329,4,ARACE,MICHEA,BUCAREY,642646,1990-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,20173350,7,ANAYS,BAUER,SENA,572823,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,7435416,6,BERNABE,SPAUDO,WISNIA,610432,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,13982622,8,KRISTAL,FRANCE,LIN,608625,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,8940790,0,CECILIA,GAYMER,ACUNIS,486827,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,20918579,6,XENNIA,LEVICH,CELSI,570772,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,10999072,6,GLAURA,FASSLER,LLAÑA,590842,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",1989-01,Hogwarts,10773069,0,TAMARA,MEJÍA,CAMUS,606658,1989-01,GH172,"MAGIA POLITICA",DIC,SC,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,4766511,4,FRANCESCA,BIERE,HARRIS,533659,1991-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,4766511,4,FRANCESCA,BIERE,HARRIS,533659,1990-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,12667629,1,GILDA,CAMINADA,FISCHER,610647,1990-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,16065430,7,BETZABE,VERDUGO,DENEY,437829,1990-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,13360045,5,MILEN,CRUCES,ONELL,542616,1990-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,21124018,3,ESCARLETT,SAGREDO,MARZUQA,643648,1990-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,17968956,7,THEO,PINCHEIRA,ALMENDARES,379767,1990-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,25554502,5,SARETH,ÁVALOS,MÁRQUEZ,553568,1990-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,16356841,K,DAMISELA,SANHUEZA,RADIC,402847,1990-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,16356841,K,DAMISELA,SANHUEZA,RADIC,402847,1990-01,GH172,"MAGIA POLITICA",MAR,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,16356841,K,DAMISELA,SANHUEZA,RADIC,402847,1991-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1990-01,Hogwarts,16356841,K,DAMISELA,SANHUEZA,RADIC,402847,1991-01,GH172,"MAGIA POLITICA",MAR,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,4704920,1,CARINA,"DE LA PAZ",BLAWCIAK,546599,1991-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,4151275,3,JONSLENY,CAYUL,ZÁRATE,647862,1991-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,4151275,3,JONSLENY,CAYUL,ZÁRATE,647862,1991-01,GH172,"MAGIA POLITICA",MAR,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,24333525,2,MAIRA,ADARO,OSSES,472819,1992-01,GH172,"MAGIA POLITICA",MAR,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,24333525,2,MAIRA,ADARO,OSSES,472819,1992-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,21693825,9,OBRIEL,LEPIN,LEYTON,518573,1989-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1991-01,Hogwarts,18192992,5,MARIANGEL,OXMAN,SERRA,651822,1991-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,10246859,4,CATARY,WATANABE,LAISELLE,458734,1992-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,10744802,9,VAITIARE,LONGUEIRA,CARRANZA,437487,1992-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,9082220,2,NELSON,TENASEN,LEON,635465,1996-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,4909616,7,MAURI,LABORDE,CARRION,601373,1992-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,22310609,8,NASHMIA,PALLERO,MENDOZA,478380,1992-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,14713117,K,KRISHNA,ZÚÑIGA,APABLAZA,383388,1992-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,19489569,5,RUBÉN,BOBADILLA,VANZETTI,531410,1992-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1992-01,Hogwarts,9818714,8,KIMBERLY,PRATO,HABERT,393729,1992-01,GH172,"MAGIA POLITICA",DIC,SC,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,25469028,K,ALAIS,MICHAUD,MARIHÚAN,447319,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,4966489,K,NAYARET,AREVALO,JAUREGUI,558349,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,15240898,2,SABRINA,GORDILLO,SCHIFFERLI,536357,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,24246486,4,NAIARA,BARBA,OYARCE,611861,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,18259525,9,DARLENE,URBAN,ERLER,428276,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,6227503,1,NASHKA,GAONA,CASTIBLANCO,487203,1993-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,4703930,2,JOSEANGEL,SALAMANCA,FRANCE,374231,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,21228167,9,JARED,ARBUNIC,MALATESTA,544817,1993-01,GH172,"MAGIA POLITICA",DIC,SD,
HP1,"Magia PLAN 2003",1993-01,Hogwarts,11785035,8,LISSETTE,LANGENBACH,MAURAS,576241,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",1993-01,Hogwarts,18259525,9,DARLENE,URBAN,ERLER,428276,1993-01,GH172,"MAGIA POLITICA",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",1993-01,Hogwarts,12564228,0,MARLIES,BLANC,SOZA,556012,1993-01,GH172,"MAGIA POLITICA",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",1993-01,Hogwarts,12564228,0,MARLIES,BLANC,SOZA,556012,1994-01,GH172,"MAGIA POLITICA",DIC,SC,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,18968897,0,CARMEN,GOMA,IBACETA,634176,1994-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,10230294,6,ALINNE,VILLATORO,KAUNE,423197,1994-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,11615081,6,PETER,GELDES,CUADRA,535199,1994-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,25461550,1,ERNEST,SOBINO,ROLDAN,477109,1994-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,12400432,8,HAYDEE,JARPA,LAYERA,610788,1994-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,23166290,2,LUCAS,TOSSO,ULLOA,645016,1997-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,11232536,6,NAHARA,CORBALÁN,ACHAVAR,530134,1994-01,GH172,"MAGIA POLITICA",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,15850606,7,YERY,LIBRETTI,SANPEZE,590046,1994-01,GH172,"MAGIA POLITICA",DIC,CV,
